,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings4,ratings3,comment,helpful,ratings2
827,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),4,E6EbME7mUp9iN4NRoqsUAotC8gaAPJet5LXsi6ZA,4,4,4,4,우선 비대면 강의일 때의 경우 출석은 거의 한 학기에 한두번 정도 부르셨습니다. 시험은 중간 기말 모두 실시간 비대면으로 진행하였고 정해진 시간에 시험지를 업로드하시면 줌을 킨 상태로 제출하는 방식이었습니다. 영강이었지만 그래도 대충 내용은 알아들을 수 있었습니다. 내용이 어렵긴했지만 나름 잘 설명해주셨습니다. 학점 같은 경우 스케일이 커서 나쁘지 않았다고 생각합니다.이 강의를 추천!,도움이 돼요 0,5.0
828,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),4,만진,4,4,5,4,"전공 수업으로는 정말 괜찮았던 것 같습니다. 학점컷도 타 강의에 비해 널널한 편이고, 영강임에도 학습하는데 전혀 지장이 없었습니다. 미적분을 배우지 않았다면 난도가 조금 있을 우려가 있으나 충분히 노력으로도 좋은 성적을 거둘 수 있을만한 수업이었습니다.",도움이 돼요 0,3.0
829,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),5,ChessMean,4,3,5,4,중간고사까지의 내용은 고등 미적분이라 이과출신이었다면 무난하게 다룰 수 있었다. 그러나 기말고사 범위는 대학교 수준으로 상당히 까다롭다. 비록 영강이긴 했지만 교환학생이 많지 않아서 종종 한국어로도 설명해주셨을 정도로 교수님은 착하시고 좋으시다. 학점도 절대평가로 널널하게 받을 수 있었다. 그렇다고 해서 중간 기말고사를 무시하면 안된다.(은근 어려운 문제들도 있었다.)이 강의를 추천!,도움이 돼요 0,3.0
830,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),4,wps,4,5,3,5,"최상범 교수님 학점도 완전 잘 주시고 천사십니다 절대평가이지만 칼절평 아니시고 학생들 상태 봐서 후하게 점수 주십니다
과제는 중간중간에 계속 나오는데 모르는 거 질문하면 바로바로 답변 잘해주시고 시험은 문제만 잘 풀면 됩니다
이과생이 점수 받아가기 쉬울 것 같습니다이 강의를 추천!",도움이 돼요 0,5.0
831,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),4,siasba,4,4,4,4,"교수님이 아주 나긋나긋하십니다. 수업은 나름 잘하시지만 영어라는 언어의 한계에 부딪혀서 잘 전달이 되지 않는 경우가 종종 있습니다만, 그럴때는 교수님이 한국말로 설명해주셔서 괜찮습니다. 문과생이라면 조금 버거울 정도의 미적분을 하지만 이과생이시라면 큰 무리없이 따라가실 수 있을 겁니다. 족보로 보아 시험 난이도는 매년 다른 듯 합니다. 족보 하나만 보고 속지마세요!이 강의를 추천!",도움이 돼요 0,5.0
832,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),5,찡한펭귄,5,5,5,5,교수님 넘 목소리가 좋으셔서 강의들을 맛이 납니다. 다만 아침시간이라 졸릴 수 있습니다. 강의내용 자체가 개인적 편차가 크고 공부를 하는만큼 잘 할 수 있는 과목이기에 학습량은 개인별로 상이할 수 있으나 저는 다른 과목들에 비해 많다고 느꼈습니다. 강의력은 매우 좋으시고 친절하십니다. 질문도 수업끝나고 받아주시는데 굉장히 설명을 잘해주시고 너무나 상냥하십니다. 학생들의 의견을 매우매우 존중해주시는 최고의 교수님이신 것 같습니다. 그리고 저는 통계수학 공부를 굉장히 열심히 했기 때문에 학점을 잘 받았습니다. 절대평가로 진행되었기 때문에 자신의 실력에 따라 정당한 학점을 받게 되는 것 같습니다.,도움이 돼요 0,5.0
833,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),5,희망의빛,3,3,4,4,"문과라서 이 강의를 듣기 전에 살짝 겁을 먹었지만, 충분히 따라갈 만 합니다. 과제를 열심히 풀고 수업 프린트와 교재를 풀어보면 좋은 성적을 얻을 수 있을 것입니다. 녹강도 매번 올려주시는데 이해 안되는 부분이 있으면 참고하면 좋습니다.이 강의를 추천!",도움이 돼요 0,1.0
834,21-1,STAT201,통계수학(영강)2021학번 통계학과 전용반,최상범,#화(1) 목(1),5,곰수니21,4,4,5,4,"문과생들은 많이 어려울 수 있는 통계수학...
포기하지 않고 교재 연습문제 다 풀고 과제 성실히 하고 중간 기말 앵간 보면 학점 잘 받을 수 있습니다
영강이고 에쁠 에이 컷이 낮아서요이 강의를 추천!",도움이 돼요 0,5.0
835,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),3,예련차,2,2,2,3,"1. 교수님이 바쁘셔서 수업 자주 파토남. 

2. 책만 읽고 외워도 됨. 수업은 책 읽어주시는 수업인데 가끔 막히는 부분 있으면 어느 정도 설명해주시기는 함

3. 학점은 잘 주심. 다만 비수학과 반에서 수학과에 어울리는 책인 프리드버그를 쓰는 만큼, 아예 깡으로 외우지 않는 이상,
Notation에 익숙하지 않을 수 있음. 여러 가지 이유로 인해 선형대수를 공부해야 하는데 처음 하는 학생이면 
공대 책 같은 쉬운 책이 더 나을 수 있고, 선대를 정말 깊게 공부해야 하는 학생이면 다른 반 (특히 김상집 교수님 선대 있으면
배우기는 그게 좋음)을 추천함. 딱히 성취감은 따로 없고, 수업에서 도움을 받는다기보단 혼자 공부했던 기억이 있음.",도움이 돼요 1,5.0
836,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),2,털콩,3,2,2,4,"출석 : 수업을 유튜브에서 하시는데 실시간 채팅창에 수업 시작할 때 댓글을 다시면 출석이 됩니다. 

수업 : 수업 퀄리티가 굉장히 낮습니다. 교수님이 수업을 교재에 적혀있는 내용 그대로 진행하십니다. 교재를 사실상 읽어주십니다. 교재에 정리에 대한 증명이 적혀있지 않으면 증명을 안해주십니다(시험에는 증명을 안해주신 부분도 나오긴 합니다) 그래서 수업을 듣는 용도는 교수님이 강조하는 부분과 skip 하는 부분을 확인하는 정도로만 듣습니다. 

시험 : 다만 시험은 이 모든 걸 상쇄시키기 위해 정말 쉽습니다. 응용해서 푸는 문제는 없고 교재에 있는 정의와 정리, example만 나옵니다. 시험 범위도 그리 넓지 않고 교수님이 skip하는 부분도 있기에 이 부분만 잘 외운다면 시험 점수는 잘 나옵니다.

학점 : A+, 중간 기말 합쳐서 평플 36이 나왔습니다. 평균은 각각 78, 73. 중간값은 84, 80이었습니다.",도움이 돼요 1,3.0
837,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),5,노트북열람실,3,3,3,5,"학습량: 많은 편은 아닙니다.
강의력: 교과서를 따라가는데, 근데 그냥 각자 읽으시고 논리 이해 안가는 부분 강의에서 찾아서 보는거 ㅊㅊ
흥미롭게도 교과서 그냥 읽으시는거 같은데 논리 이해 안가는 부분은 짚어 주심
난이도: 증명을 그냥 외우고 example 이해하면 되는거라 쉬움
시험 쉽습니다. 물론 외웠다는 전제하
굿굿굿",도움이 돼요 0,5.0
838,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),4,훌라홀러,4,3,3,4,"교수님께서 지각도 조금 하시고, 설명이 매끄럽지 않은 부분도 있으시지만 학점은 잘 주시려고 하십니다. 설명이 그냥 교과서를 읽는 수준이기 때문에 혼자하는 공부가 많이 중요합니다. 오히려 혼자 하면서 깨우치는 부분도 많기 때문에 적지않은 것을 얻어가는 느낌입니다. 시험문제는 교과서 연습문제가 아닌 예제나 thm을 그대로 주시고 증명하게 합니다.",도움이 돼요 0,3.0
839,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),3,닉넴닉넴7,3,4,3,3,"수업이 저한테는 어려웠습니다.
수학과 전공과목이다보니까 공부를 많이 해야지 진도를 따라갈 수 있었습니다.",도움이 돼요 0,3.0
840,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),3,SH하늘,3,3,2,3,"코로나로 인해 온라인(유튜브 실시간)으로 진행된 강의였습니다.

출석은 매 수업시간 부르시지만 성적에 얼마나 반영되는지는 잘 모르겠습니다.

강의의 경우 교수님께서 책에 나와 있는 내용을 거의 읽어주십니다. 다만 가끔 부연설명이 필요한 경우 조금씩 풀어서 설명해주시기도 합니다.

시험 2번(중간 및 기말)으로 성적이 결정되고 교수님께서 중요하다고 찝어주시는 Theorem의 증명이나 definition을 그대로 쓰는 문제가 나옵니다.

교수님의 스타일이 어느정도 알려졌기 때문에(외워가기만 하면 다 풀 수 있음) 시험 성적이 상향 평준화되었다고 생각됩니다.",도움이 돼요 0,3.0
841,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),3,Hardworker,4,3,4,3,내용은 이해하기 쉽게 진행이 되었습니다. 시험도 증명 위주로 나와서 큰 부담은 없었습니다. 선형대수에 대한 과목의 전반적으로 훑을 수 있어서 만족스러웠었고 교수님이 영어를 잘하십니다. 성현대수2를 통해서 체계적이고 논리적인 사고과정을 배울 수 있었습니다.이 강의를 추천!,도움이 돼요 0,5.0
842,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),4,후절수,3,4,3,2,"선형대수1에 대한 기본지식이 있어야 수강하기 편할 것 같습니다.

증명위주로 나오니 해당 시험범위 증명을 완벽하게 숙지하고 가면 좋은 성적이 가능할 것 같습니다


저는 시험직전에 소홀히해서 점수를 받지 못했네요 ㅠㅠ",도움이 돼요 0,3.0
843,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),4,먕먕먕먕먕,5,5,3,2,문과 기준 내용이 어렵습니다. 다만 중간고사를 정말 못봐서 기말은 던지고 짚어주신 증명 몇가지만 외웠는데 최종 학점을 후하게 주셨습니다. 열심히 암기할 자신이 있는 분들께 수강 추천드립니다.,도움이 돼요 0,5.0
844,21-2,MATH222,선형대수Ⅱ및연습(영강)수학과 2학년 제외 반,유상현,#월(3-4) 수(3),4,응오어,3,2,2,2,교수님이 책에 있는 내용을 그대로 말씀하시고 시험에도 책에 있는 증명과 예제 그대로 내셔서 공부량에 비해 시험 준비는 쉬운 편입니다. 학점도 잘 주시고요.,도움이 돼요 0,5.0
845,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),4,Stieltjes,4,4,3,3,"The class is more on the application portion of the time series analysis. 
Most of the theoretical proofs are not dealt in this course.

Despite absence of theoretical proofs, there are many basic models that you can learn from this course.",도움이 돼요 1,3.0
846,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),3,너야너,4,3,3,3,교수님이 학점 커트를 내려주셔서 에이쁠 맞긴 했지만.. 기말은 사실 상 과제 베끼기 시험이라 공부한 의미가 없게 느껴졌습니다. 물론 시계열 분석 자체가 요즘 굉장히 트렌드라 배우면 도움은 될거긴 하지만 확실히 이론과 실습의 간극은 크게 좁혀지진 않았습니다. 배우긴 배우시되 큰 기대는 하지 마세요. 물론 첫 수업이라 그런 것도 있겠지만 저는 개인적으로 조금 실망했습니다.,도움이 돼요 1,5.0
847,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),3,응오어,5,4,3,3,시계열수업이 오랜만에 열려서 들었는데 정말 고생한 수업입니다. 학수번호 3이 아니라 4였어야 할 수업이었습니다.,도움이 돼요 1,5.0
848,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),4,2득,4,4,5,5,"평가기준: 출석 X, 과제 5%*4, 프로젝트 20% (proposal 30 + final report 70), 중간 30%, 기말 30%
취득점수: 과제 18.125/20, 프로젝트 90/100, 중간 97/115, 기말 107/120, A+ (총 평점 88.18/100)
Q2 & Q3: 중간 66.25 & 78, 기말 75 & 93.38
학점기준: 80이상 A+ / 70이상 A0 / 60이상 B+ / 45이상 B0 / 이하 
(기말고사 이후 전체적인 절대평가 학점 컷을 10점씩 전부 내려주셨음)

일단 강의'력'이 좋으신 건 확실한데, '강의'가 좋았냐?라고 하면 부족한 부분이 조금 있습니다.
안열리던 강의 다시 여시면서 나름 준비 열심히 해오신 것 같긴 하지만, 완급 조절을 조금 잘못 하셨던 듯해요.
주교재 하나에 부교재 하나라는 식으로 적혀는 있지만, 실제로는 저는 거의 교재 둘 다 봤습니다.
수업시간에 배우지 않은 내용도 과제에 내셔서 결국 책을 쭉 읽고 풀어야 했어요. 
그냥 과제 '풀이'만 하려면 구글링으로 비교적 간단히는 할 수 있긴 했겠지만, 공부하는 데 있어서는 굉장히 demanding했습니다.
다시 강의 여시면 아마 난이도 낮춰서 속도 조절 잘 하시면서 조정된 수준으로 강의를 하실 것 같아요. 
교수님 본인도 인지하고 계시니까요.

수강생이 너무 많아서 그런지(약 100명) 조교들이 채점하고 시험 감독하고 하는 부분들에 있어서 불편(불쾌)한 부분들이 많았습니다. 
줌으로 토요일 저녁에 2시간동안 오픈북으로 Rmarkdown을 이용해서 문제 풀이를 하는 중간고사는 탈도 많았던 것 같습니다. 
점수 나오는 것도 늦었고, 채점 기준도 나름 정해둔 것 같은데 의아한 부분도 참 많았습니다. 
여러 문제 풀이를 요구하는 과제에서 결국 채점은 또 몇 개만 골라서 하게 되셨던 것 같더라구요. 
final report 기한 하루 지나서 모든 수강생들의 project 점수가 다 나오는 걸 봤을 때 굉장히 허탈했습니다. 
당연히 교수님이 읽으셨을 것 같지는 않고 조교님들이 읽었을텐데, 
그 많은 분량의 프로젝트를 그 속도로 읽었다는 걸 감안하면 수강생들의 노력 input이 굉장히 평가절하받는 기분도 들었습니다. 
이 부분은 개인적인 감상이에요.

그럼에도 불구하고 해당 강의의 난이도는 그렇게 높지 않다고 생각합니다. 
높다고 평을 남겨주시는 분들이 많을텐데, 그냥 공부하는 데 있어서는 어려울 부분이 딱히 없어요. 
시험 대비 측면에서는 높은 점수를 받고자 하면 더 제대로 내용들을 이해하고 기억하려고 애써야 해서 굉장히 어려워지긴 하지만, 
그냥 교수님 노트에 있는 '수식 전개' 부분들은 하나의 일관된 논리 흐름만 이해하고 '산술'만 할 줄 알면 어려운 게 없다고 생각해요. 
생각이 다른 분들이 조금 있으실 거 같은데, '논리 흐름'을 이해하고 적용하지 못했거나 '산술' 부분의 역량 둘 중 하나가 조금 부족했을 거라고 생각합니다. 아니면 핵심을 짚지 못하고 detail한 부분에 신경을 많이 써버려서 그럴 수도 있구요. 
쉽게 공부하려면 충분히 쉽게 공부할 수 있었던 강의입니다. 강의의 coverage 자체는 어렵습니다.

중간고사는 R(markdown)을 이용해서 코드 구현하고 output 정리해서 pdf로 블랙보드였나 이메일인가로 제출하는 형식이었습니다. 
많은 학우분들이 Rmarkdown에 익숙하지 않아서 knitr하는 부분에서 어려움이 많았던 것 같습니다. 
이것도 교수님이 학생들을 배려..를 크게 해주지 못한 부분인 것도 같고, 아니면 이 강의에서 요구하는 역량인 것도 같습니다. 
수강생들이 워낙 많아서 조교분들의 노동때문에 꾸역꾸역 format을 엄청나게 강조하신 것도 같고(교수님의 뜻인지는 모르지만), 
원래 교수님 성격이 그런 것도 있는 것 같아요. 
소통은 잘 하시되, 선 넘거나 아니다 싶은 건 칼같으신 듯해요. 교수님이 차갑다고 느껴질 수도 있습니다.

기말고사는 손으로 직접 써서(종이 스캔 or 패드 등을 이용해 pdf로 제출) '수학적인 부분들'에 대한 풀이를 작성하는 거였습니다. 
예상한대로 ARIMA 부분들에서 대부분 나왔고, 뒷부분 financial time series는 안내셨더라구요. 
심지어 거의 8할이 과제에서 그대로+거의그대로 내셨습니다. 
기말고사 이후 마감인 과제의 문항들도 내셨어서 미리 하신 분들이 편했을 듯하네요. 
그런데 오픈북에 구글링 등도 허용되는 상태에서 그렇게까지 문제를 내실 필요가 굳이? 있으셨나 싶긴 합니다. 
중간고사때 점수 분포를 보고 마음 먹고 작정하고 간단하게 내셨던 것 같아요. 

오랜만에 통계학과에서 클래식하게 그나마 제대로 된 강의가 열린 것 같아서 좋았습니다. 
시계열분석 과목은 들어둬서 나쁠 게 없는 좋은 과목인 것 같아요. 
말그대로 '꽉 찬' 재밌는 강의였습니다. 매년 열렸으면 하네요.이 강의를 추천!",도움이 돼요 1,5.0
849,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),5,라크샤사,4,3,4,4,"처음 시계열 강의를 여셔서 다소 어려운 교재를 택하셨지만 실제 수업은 부교재로 거의 진행되었고
이론보다는 r로 적용하는 것에 초점을 두었습니다.
학점도 매우 매우 후하게 주셨는데 첫 강의라 그랬을 가능성이 있습니다.이 강의를 추천!",도움이 돼요 0,5.0
850,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),3,롑롑,5,5,3,3,"교수님이 해당 강의가 처음이시라 혼란스러운 부분들이 많았습니다. 그래서인지 학점은 컷조정하시면서 후하게 주셨습니다. 
중간고사는 코딩시험으로, 기말고사는 코딩시험으로 많은 이들과 교수님 본인 모두 많은 충격을 받으시고 손풀이 시험으로 내셨습니다. 
시계열 과목 자체가 기존 통계과목들과 많이 다른 느낌이라 (심지어 영강입니다.) 처음 공부하시면 많이 생소할 것이라고 생각합니다. 그래도 뒤로 갈수록 어느정도 반복되는 느낌이기 때문에 꾹참고 공부하시면 괜찮으실겁니다.

강의가 매우 빡셉니다. 과제 4번(손풀이 + 코딩 문제) + 중간,기말 + 프로젝트까지 있습니다. 
시계열이 많이 생소한 탓인지 모르겠지만, 조교님들도 과제 문제를 매번 틀리셔서 수정하셨던 기억이 있습니다. 프로젝트는 중간에 proposal 기말에 final report를 내야합니다. 기말에 주제가 달라져도 상관없기 때문에 proposal에 크게 신경쓰지는 않으셔도 됩니다. proposal 점수가 늦게까지 나오지 않다가 기말 레포트 점수가 나올 때 같이 나오는데 생각보다 많이 깎으셔서 당황했습니다. 과제도 마찬가지로 피드백을 주시지 않으셔서 소통에 있어 답답함이 많았습니다. 또한 과제 솔루션도 제공해주지 않아 기말고사를 준비하면서 참 난감했습니다.  

개인적으로 보완되어야 할 부분이 많은 강의라고 생각하지만, 이는 교수님이 여러번 강의하시면서 개선될 것이라고 생각합니다. 시계열 데이터에 관심이 있으신 분들은 한번쯤 들어보시는 것을 추천합니다.",도움이 돼요 0,5.0
851,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),3,Liz,5,5,3,3,"조용조용하시고 뭐 통계 전공이니 어려움
다른 통계전공이랑 공부량 비슷비슷
그래도 성적은 잘 주려고 하심이 강의를 추천!",도움이 돼요 0,3.0
852,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),4,예련차,5,5,4,4,"빡셉니다..

교수님이 학생들에게 구글링을 바라시는 것 같은 때가 종종 있으셔요.

다만 학점은 잘 주셨습니다. 시험도 공부만 하면 잘 받을 수 있긴 합니다만

전 중간 망해서 A 받았네요..",도움이 돼요 0,5.0
853,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),5,MLyu,5,5,5,5,"내용이 좀 어려웠지만 꼼꼼하게 따라가면 무난하게 파악할수 있는 정도 였습니다.
시간을 많이 투입해야 하는 과목입니다.",도움이 돼요 0,5.0
854,21-2,STAT302,시계열분석(영강),최상범,#월(6) 수(6),4,조랭이떡,4,4,4,3,"학습 내용은 다소 난이도가 있다고 생각했습니다만, 교수님께서 성적을 매우 잘 주시는 편인 것 같습니다.
컷을 조정해주셔서 생각한 성적보다 잘 나왔습니다.",도움이 돼요 0,5.0
855,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),2,halion,3,1,3,3,"불을 갓 발견한 원시인들에게 철을 제련하라고 하심. 

내용은 고등학교 확률과 통계에서 모분산의 추정 정도만 추가된 수준이기에 어렵지 않으며, 강의를 듣지 않아도 과제를 할 수 있을 정도로 평소 부담은 덜하나, 시험이 강의 내용에 비해 과한 난이도로 나오기에 대비가 조금 필요함.",도움이 돼요 1,5.0
856,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),5,쿠키굽는춘식이,1,2,3,3,"완전 학점 잘 주고요 꿀강입니다. 
수업 안들어도 크게 문제 될건 없습니다.
시함도 과제형이라 좋았습니다. 학점도 생각보다 잘 줬습니다.이 강의를 추천!",도움이 돼요 0,5.0
857,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),5,라띠에,3,4,4,4,쉬운 통계관련 수업이였습니다. 강의의 길이가 짧고 깊이도 얕습니다. 하지만 흥미를 가지고 공부하기 좋은 수업이라 추천합니다.이 강의를 추천!,도움이 돼요 0,5.0
858,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),1,무념무상0,2,3,1,1,"본 교수님의 영강은 가능한 피하세요...! 같은 교수님의 다른 클루평이 좋아서 믿고 수강신청 했는데 스트레스 엄청 받았습니다.

수업: 일단 교수님께서 영어에 익숙하지 않으셔서 녹화강의를 유튜브에 업로드하는 형식으로 수업이 진행되었는데, 대부분의 강의가 10~15분, 가장 긴 것은 25분이 넘지 않습니다. (그마저도 말이 느리셔서 강의 시간이 더 짧게 느껴집니다) 학습량이 적어서 좋긴 하지만, 그만큼 설명을 충분히 안 하고 내용을 훑는 수준으로 수업을 하는 거라서 지필고사 때 피봅니다... 중간고사 범위까지는 고등학교 때 배운 경우의 수, 확률 등으로 커버 칠 수 있는데 기말고사 범위부턴 배운 적 없는 통계(t-test, chi-square distribution 등등)이 나와서 교수님의 설명으로 충분히 이해하기 어려운 게 치명적입니다. 

과제: 과제를 종종 내시는데, 앞서 언급했듯이 기말고사 범위부터는 수업 내용으로 풀 수 없는 내용이 튀어나와서 인터넷 뒤져봐야 합니다. 많지는 않지만 귀찮아요..

지필고사: 줌 안 키고 오픈북으로 시험을 칩니다. 타임어택이 심한 편이고, 과제에서 다룬 내용과 동떨어진 문제들이 많이 출제됩니다. 과제로 전혀 다루지 않았던 단원의 문제들도 내셔서 체감 난이도가 올라갑니다. 기말고사에서는 계산을 많이 해야 하는 regression analysis 등을 출제하셨던 것으로 기억합니다. 

평가: 교수님께서 과제나 지필고사 점수를 공개하지 않으십니다. 메일로 따로 요청드려도 무시하시고 제가 왜 이 학점을 받았는지 알기 어렵습니다.

학점: 후한 것 같습니다. 저는 A+를 받았는데, 중간이나 과제는 평균이나 그 언저리를 받은 것 같고 기말고사에서 좋은 점수를 받은 덕인 것 같습니다. 교수님의 설명으로는 내용이 잘 이해되지 않아서 여러 웹사이트, 교재 등을 찾고 이해한 게 큰 도움이 되었고, 과제로 다뤄지지 않았던 단원들까지 다른 책에서 연습문제 몇 개를 찾아 대비한 게 주효했습니다. 

만약 교수님의 수업을 수강한다면, 강의에 의존하지 않고 독학하는 마음으로 공부해야 덜 스트레스 받고 좋은 성적을 가져갈 수 있을 거라 생각합니다. 난이도가 훅 올라가는 통계 부분에서 어려워지기 때문에 이 점 염두하면 수강하기 수월할 것 같습니다. 질문에는 친절하게 답해주시지만, 수업 행정 관련한 부분 (시험 일자 공지사항, 점수 공개 등) 에는 꽤나 불통이라서 답답함은 어느 정도 예상하고 수강신청하면 좋을 것 같습니다",도움이 돼요 0,5.0
859,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),3,우투더영투더우,2,2,3,2,"교수님이 채점을 하는 건지 안하는건지도 모르겠습니다. 학점은 확실히 잘 주셔용. 하지만, 배울거는 없었던 수업이었습니다. 거의 안알려주시는 느낌이에요.",도움이 돼요 0,5.0
860,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),2,yplee,4,5,1,1,Khan Academy랑 jb statistics보고 공부했습니다. 적어도 저한테는 교수님의 강의가 맞지 않는지 교수님이 올려주신 유튜브 강의만으로는 이해가 안갔습니다. 저만 그런줄 알았는데 기말을 반밖에 못 풀었는데도 A가 나온걸 보니까 다른 학우분들도 비슷한 처지이셨던거 같아요.,도움이 돼요 0,3.0
861,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),5,LDevine,3,4,4,4,"내용이 확률과 통계 부분이라 전반적으로 쉽게 느껴지지만, 영어 강의이기에 많이 낯설게 다가오는 부분도 있었습니다. 
수업은 실시간 강의가 아닌 녹화 강의를 제공해주시고, 한 타임의 수업이 짧기 때문에 매우 좋았습니다.",도움이 돼요 0,5.0
862,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),4,잠온다졸리다,5,4,3,3,과제도 쉽게 내고 강의 길이도 짧아서 학생들 방심하게 한 다음 시험으로 뒤통수 치는게 취미라고 하셔도 믿을 만큼 시험과 과제의 난이도가 큽니다. 과제 답은 시험 하루이틀 전에 올려주시는데 그것 마저 다를 학우분이 제출한 과제입니다. 학습량은 정말 수업만 듣는다면 적은 편이지만 각잡고 공부하려면 독학해야하기 때문에 제대로 공부할 사람에겐 많은 편입니다. 그래도 학점은 잘 주시는 것 같습니다.,도움이 돼요 0,5.0
863,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),2,하름,2,2,2,2,강의를 수강하는 동안은 정말 아니었는데 성적 발표 후 학점미화를 당한 강의인 것 같습니다. 사람에 따라 꿀강이 될 수도 있고 안 맞는 강의가 될 수도 있습니다. 전산수학에 대해 배우고 싶어 수강하시는 분이라면 안 맞을 것 같습니다. 하지만 꿀강을 원하시는 분이라면 잘 맞을 수도 있을 것 같습니다.,도움이 돼요 0,5.0
864,21-2,COSE112,전산수학II(영강),감태의,#수(1) 금(1),4,959E02,2,1,3,3,"꿀강
유튜브 녹강으로 진행되었으며 별도의 출석체크는 없었고 1주일마다 작은 과제가 있었습니다
강의에서 설명해주신 거에 비해서는 과제와 시험 난이도가 약간 있었지만 상대적으로 그렇다는 것이고, 객관적으로 보면 강의 과제 시험 모두 전혀 어렵지 않은 기본적인 문제였습니다
그만큼 성취감이 약간 떨어지긴 했지만 덕분에 편하게 들었습니다
수업 제때제때 듣고 모르는 것만 좀 찾아보면서 설렁설렁 공부해두면 중간기말 만점 받기 그리 어렵지 않을 겁니다이 강의를 추천!",도움이 돼요 0,5.0
865,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,메시나가지마,3,3,3,3,"opengl을 이용하여 4번의 실습 과제가 나오고, 마지막 과제를 제외하면 난이도는 평이합니다.
중간고사의 경우, 대부분 교재 연습문제에 약간의 변형을 더해서 나왔고, 전체적으로 평균, 중간 점수가 높아 
기말을 중간보다는 조금 변형을 많이 해서 내셨습니다.",도움이 돼요 0,3.0
866,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,하늘에서에이쁠이,3,3,5,5,"강의략은 좋으신 편입니다. 유튜브 영상도 있어 이해가 안가는 부분은 다시 복습을 할 수 있고, 강의 내용이 흥미롭스아. 그러나 학점은 짜고 시험은 쉬워서 살짝 잔실수를 하게되면 플러스는 못받는 것 같습니다. 과제는 매년 바뀌는 것 같고 새로운 내용이다 보니 시간이 좀 오래 걸릴 수 있습니다. 그러나 전반적인 공부량은 엄청 많지 않습니다.이 강의를 추천!",도움이 돼요 0,1.0
867,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,새우버거맛없어,3,3,5,4,"저자직강이라 강의가 매우 체계적으로 진행됩니다.

과제는 수업내용 잘 이해하고있으면 어렵지않습니다.

학점은 딱 비율만큼 주시는것같고 A+는 조금 덜주시는것같습니다.

시험은 책 연습문제 위주로 나옵니다. 연습문제만 열심히풀어봐도 평균이상 받을 수 있어요.이 강의를 추천!",도움이 돼요 0,3.0
