,Unnamed: 0,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful,ratings4
182,182,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,10626,4,4,4,4,"영강이지만 교수님이 영어를 잘하시는 편이라 괜찮았습니다.

크게 어려운건 없었고 강의를 유튜브 실시간으로 해서 신기했습니다. 
유튜브에 실시간 영상이 저장되어서 그걸로 복습할 수 있었습니다. 
다만 실시간 강의다 보니 화질이나 음질, 초점 때문에 항상 매끄러운 강의가 되지는 않았습니다. 
그래도 교수님이 유머도 있으셔서 실시간 댓글로 소통하는 건 재미있었습니다. 

중간중간 문제를 풀어야 하는 과제가 나오고 코딩 프로젝트 같은 과제가 하나 있었습니다.
퀴즈는 2번이고 실시간으로 봤습니다. 퀴즈 난이도는 과제와 비슷합니다.
시험은 기말고사 한 번만 봤고 과제처럼 문제를 푸는 것들과 개념을 적는 것 하나가 나왔습니다. 

처음 배우는 개념이다 보니 문제를 처음 풀 때는 힘들었는데 많이 해보고 익숙해지면 나름 재미있는 것 같습니다.",도움이 돼요 0,5
183,183,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),1,과제좀그만내삼ㅋㅋ,3,3,3,3,"조교가 말아 먹은 수업입니다.
교수님은 정말 좋으신 반면에 조교들이 꼴보기 싫어요.
조교가 이번 학기랑 같다면 듣지마세요.
2년째인가 3년째인가 이렇다는데 앵간하네요.",도움이 돼요 0,3
184,184,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,깔루아,3,3,3,3,"초심자가 듣기 좋은 무난무난한 컴과 과목. 과제가 세 종류로 학기 초에 영화보고 감상문 쓰는거 하나, 2~3주에 한번씩 있는 문제풀이 과제, 5월 중순에 있던 텀프 이렇게 있었다. 문제풀이는 책 잘읽고 교수님이 수업 중간중간에 풀어주시는 예제 참고하면 된다. 텀프는 웬만하면 파이썬으로 하는게 쉽다.  성적이나 과제점수는 평가기준까지 깔끔하게 공개되는 편이다. 처음에 수강신청을 못해서 교수님께 개인적으로 메일을 드린적이 있는데 친절하게 답변해주셨던게 인상깊었다.",도움이 돼요 0,4
185,185,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),5,행복한보노보노,3,2,4,4,"교수님 너무 리액션이 좋으세요 솔직히 강의하시는 말은 웅얼웅얼 알아듣기 힘든데
리액션엄청 크게하셔서 할때마다 깜짝깜짝 놀래요
그거 보는 즐거움이 있구요 과제 채점이 좀 깐깐하긴한데 비율이 어차피 조금씩밖에 안들어가서
까여도 크게 걱정안하셔도 돼용!! 어차피 시험점수로 다 결정이나서ㅎㅎ...
학점도 잘주시는 편인거같아요! 평소에 과제나 퀴즈가 많아서 그거로 훈련한 덕분에
시험기간에는 부담이 적어요~~",도움이 돼요 0,5
186,186,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),1,UnkNowN,4,2,2,1,"교수님 정말 착하십니다!
하지만 과목 특성상 중간에 놓치지 말고 꾸준하게 열심히 하시는게 좋을 것 같아요ㅠㅠ",도움이 돼요 0,4
187,187,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,KAIST,3,3,4,3,"유튜브 라이브로 강의를 진행하셨으며, 출첵은 한 두번? 정도 하신거 같습니다. 그리고 과제가 한 6개 정도 나오는데, 채점이 매우 깐깐하므로 반드시 제대로 하셔서 감점 당하지 않기를 바랍니다. 그리고 중간고사는 퀴즈 두 번으로 대체했습니다. 기말고사는 5문제가 나왔습니다.

1번. NFA 주고 DFA 변환
2번. 1번에서 나온 DFA를 토대로 state 수 최소화
3번. CNF로 표현하기
4번. 식 주고 튜링 머신으로 표현하기
5번. Universal Turing Machine이란 무엇인가

이정도 나왔던거 같네요. 평균은 61점이고, 90점대는 126명 중에 4명? 정도였던거 같습니다. 아주 전형적인 가우시안 분포를 보여주는 성적분포였던거로 기억합니다. (그래서 과제를 잘해야합니다 ㅜㅜ)",도움이 돼요 0,5
188,188,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),3,다람쥐,5,5,1,1,평가 기준을 알기 어렵고 학점이 잘 안주십니다. 조교님들이 매우 친절하십니다.,도움이 돼요 0,4
189,189,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,번듯한호랑이,4,2,2,4,현강으로 들을 때는 목소리가 작으셔서 듣기 힘들었는데 싸강이라 좋았습니다,도움이 돼요 0,5
190,190,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,백우,4,4,3,4,"적당히 얻어간 게 많은 수업이었습니다. 영강이라 그런지 국강보다 조금 답답한 점이 있었지만 그래도 그럭저럭 할 만 했습니다. 수업 내용이나 과제, 퀴즈, 시험문제들은 계산이론의 특성 상 아이큐 문제 풀이 같은 느낌이 좀 있었습니다.
100명이 넘는 대형강의이지만 다들 열심히 해서 과제 네다섯번, 퀴즈 2번(중간대체), 기말고사 1번이 있었는데 이 모두에서 다 좋은 성적을 얻어야지만 최종적으로 학점이 좋게 나오는 것 같았습니다.
출첵은 이번에 총 두 번 하셨는데 유투브 스트리밍 채팅창을 통해서 하셨습니다. 개인적으로 기말고사는 생각보다 평이하게 나왔던 것 같네요. 저는 출석 두번 중 한 번 체크되고, 과제는 모두 평균 이상에다가(그렇다고 아예 고득점은 아니었습니다) 퀴즈는 한 번은 평균 이하 한 번은 평균 이상 받았고 기말고사는 평플 8점 받았는데 B+나왔습니다!",도움이 돼요 0,4
191,191,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,쿸쿠쿠쿠,2,2,1,2,교수님은 ㄹㅇ 좋으심ㅋㅋ 근데 학점은 칼같이 잘라서 주는듯..,도움이 돼요 0,5
192,192,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),5,규다설,3,3,4,4,"실시간 강의로 진행해주셔서 좋았어요. 학생들이 댓글로 질문하면 교수님이 답하는 방식으로 실시간 Q&A가 활발하게 이루어졌는데, 저는 다른 분들이 올리신 질문이 학습에 도움이 되었어요. 좋은 질문을 하면 가산점을 주시기도 하지만, 에이쁠을 받기 위해서 가산점이 반드시 필요한 건 아니에요!

출석체크는 두 번만 하셨어요. 그마저도 댓글로 Hello~하는 게 전부예요. 다음 시간에 출석체크 하겠다고 미리 예고도 해주셨던 것 같아요. 그리고 실시간 강의이지만 블랙보드에 유튜브 링크가 남아있어서 다시 들으면서 복습도 가능해요. 이번 학기 들었던 강의들 중에서 진행방식은 최고가 아니었나 생각합니다.

과제는 다섯 개 정도, 퀴즈는 두 개 있어요. 퀴즈는 조교님들이 Zoom을 이용해서 감독도 하시고, 5분 내로 제출하도록 시간제한도 있는 등 나름 철저했어요. Zoom 접속이 중간에 끊어져서 0점처리 될까봐 걱정했는데 다행히 그런 일은 없었어요. 난이도는 그렇게 어렵지 않고 전날 복습만 간단히 해주면 충분해요.


과제할 때 풀이과정 없으면 왕창 감점될 수 있으니 주의하세요. 이 정도는 안써도 괜찮겠지~ 싶은 것들도 다 쓰시는 걸 추천드려요.
학점은 후하게 주시는 것 같아요.",도움이 돼요 0,5
193,193,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),5,서러운비버,3,3,3,4,"재밌게 잘 들은 수업이었습니다.
과제는 전체 학기 통틀어서 5~6번 나왔었어요. 퀴즈는 두번 봤었구요.
과목 자체가 쉬운 편이어서 따라가는데 특별하게 어렵지 않았습니다.
그래서 다들 잘 하기 때문에 점수를 잘 받은 편이었는데도 B+이 나왔습니다.
오프라인으로 들었으면 더 재밌게 잘 들었을것 같아요.",도움이 돼요 0,5
194,194,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,TH10,3,3,3,4,"한학기 내내 온라인으로만 진행되었어요. 출석은 가끔 댓글로 확인하셨습니다. 한학기에 두세번정도 체크하신 것 같아요. 
중간고사는 퀴즈 두 번으로 대체됐고, 기말고사는 전범위 대면시험으로 봤습니다. 기말고사는 과제, 퀴즈랑 비슷한 스타일이었어요. 과제는 4번정도 나오는데 틀리면 점수가 꽤 깎입니다. 
강의력이 좋으셔서 수업은 재밌게 들었습니다.",도움이 돼요 0,4
195,195,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),2,dadads,2,2,2,2,"교수님은 좋은데 조교가 별로인 수업
학점따기 쉽지않아요",도움이 돼요 0,3
196,196,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),3,dessertiny,3,3,3,3,"내용이 재밌고 알차다 시험도 적당히나옥 과제도 적당하다
관심있는 사람이 들으면 재미있게 들을 수 있고 조는 학생도 별로 없고 교수님이 수업을 잘하시고 열의가 있으시다",도움이 돼요 0,5
197,197,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),4,커신,3,3,3,3,"온라인 수업으로 진행되었으며, 전체적으로는 좋았습니다",도움이 돼요 0,2
198,198,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),5,설치,4,2,4,5,"화상강의라 출첵은 유투브 실시간으로 했습니다. 그마저도 거의 안해서 딱 두번했어요
강의 난이도는 대체적으로 쉬우나, 과제나 시험의 난이도는 책을 통한 공부를 어느정도 필요로 합니다. 과제는 조금 많습니다 (중간 대체과제 포함해서 7번정도 나옴)
발표 질문 모든 것을 영어로 진행하시며, 교수님의 영어는 이해가 완전 잘되는 콩글리쉬 영어입니다(영어못하는 저로서는 환영) 영강이라고 두려워할 것 아무것도 없습니다. 
학점은 잘 주시는 듯 합니다.
오토마타 이론에 대해서 많이 배웠습니다. 유익한 강의였습니다.

한가지 아쉬운 점이 있다면 과제와 시험의 채점 기준입니다.
과제 제출하실때 너무나 당연해서 쓰지 않은 풀이까지도 요구하며 감점을 하였습니다. 후배분들은 과제 제출시 감점당하고 싶지 않으시면 풀이를 상세하게! 아무리 당연해도 한줄이상 작성하시길 바랍니다.
시험의 채점 기준은 온라인으로는 공개하지 않았으며, 시험 성적공시 마지막날에 단 하루 무조건 정보관에서 오프라인으로만 성적을 확인할 수 있었기때문에 시험의 채점기준은 성적이 나온 지금까지도 모릅니다. 점수만 알 뿐.. (지방에 살던 저로써는 정말 불공평한 일이었습니다..)",도움이 돼요 0,3
199,199,20-1,COSE215,계산이론(영강),이희조,#월(2) 수(2),1,할게없다,5,3,1,3,"한학기 내내 온라인 강의(유튜브)였기 때문에 자잘한 과제가 좀 많았습니다.
또 실습 때문에 시간을 많이 소비했습니다.
중간고사를 퀴즈 두개로 대체하셨고 기말은 대면으로 시험쳤습니다.
교수님의 영어는 쉬운 편이기 때문에 알아듣는데 부담이 없습니다.
그리고 간간히 교훈? 같은 얘기와 사담이 있어서 좋았습니다. 질문하면 잘 받아주시고 열정도 있으세요
학점은 잘주시는 편은 아닌 것 같습니다.",도움이 돼요 0,5
200,200,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),2,리리포포,4,5,5,4,"컴과의 빛 컴과의 엔젤이라는 박교수님이시지만, 싸강에서만큼은 조금은 헬파티를 열지 않았나 싶다.

교수님 특유의 맥락 없는 강의 전개는 이전 클루평을 볼 때 항상 있었던 일 같다.
하지만 평소에는 질문을 받으면서 천천히 나아가셨다면(지난 클루평을 통한 추측이다) 이번에는 싸강에 힘입어 가공할 만한 속도로 진도를 나가는 통에 수업만 들어서는 내용을 이해하기 어려웠다. 이산수학 내용이 추상적인 논리학 같은 것을 배워서 더 그런 듯.
게다가 슬라이드에 어떤 판서도 없이 말만 하시니 너무 졸리다.

그렇기 때문에 교수님께 질문을 드리는 것이 중요할 것이라고 생각한다. 답변은 굉장히 친절하게 잘 해주신다. 하지만 강의만 보아서는 거의 대부분의 내용을 이해하기 어려웠고, 그렇다고 강의 내용 전체를 질문할 수도 없었기에 결국 자습으로 많은 것을 해결했다. 덕분에 성취감은 꽤 있었던 편.

또 하나의 불만점이 있다면 학기 막바지에 강의가 매일 딜레이되었다는 점이다. 화요일 금요일 강의이지만 수요일 주말에 올라오더니 마지막에는 요일 구분 없이 무작위로 업로드되었다.

생각보다 과제도 조금 있다. 생각보다 어려운 것도 있었지만, 못 푼다고 크게 감점이 되는 것 같지는 않다. 출석 점수가 따로 있긴 했지만, 사실상의 출석 대체가 아닐까?

물론 학점은 매우매우 잘 주신다. 공부한 게 아까울 정도. 시험 문제는 ~~구조에 대해 아는 대로 쓰시오 같은 형식이다. 여담이지만 시험지에 교수님이 손으로 휘갈겨 쓴 시험 문제를 보고 기겁했다.

영강임에도 불구하고 한국인 귀에 쏙쏙 박히는 발음 덕분에 영강이라는 것이 큰 문제가 되지는 않았던 것 같다.

대충 배우는 내용을 나열해보자면, 괴델의 불완전성 정리를 배우고, 그래프나 부울 대수 등 여러 이산 구조들을 바탕으로 Reducibility와 P-NP 문제 등을 다루었다.

투 머치 포 투데이스 렉쳐.",도움이 돼요 2,5
201,201,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,헷지,4,4,4,2,"온라인 강의로 하면서 기존과 다르게 너무 수업에 집중이 안됐습니다.ㅠㅠ
알고리즘과 내용이 거의 비슷하고 여러 알고리즘이랑 릴레이션에 관한 내용이 많습니다

시험은 정의 물어보는게 많았네요",도움이 돼요 1,4
202,202,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,나만꿀강,5,5,5,1,"저는 수업을 안듣고 한학기 내내 멍때리다가 시험을 봐서 성취감은 없습니다. 교수님이 싸강으로 바뀌고 나서 진도를 굉장히 빨리 나가시고, 내용을 어어엄청 많이 다루신다는 평가는 있었으나 갓성빈 교수님이기 때문에 학점은 정말 잘주셨습니다.",도움이 돼요 0,5
203,203,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),2,운동좋아하는여자,5,4,3,2,강의 늦게 업로드해주시는거 빼고 무난..,도움이 돼요 0,2
204,204,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),4,니은,4,5,5,1,동기들 보면 학점 후하게 주시는듯  근데 난 초반 2주만 강의 듣고 과제도 두세개 안하고 걍 재수강 할 마음으로 놓음 이교수님은 레알 현강이 답인듯 싸강은 .. 아닌듯싶어요 ㅋㅋ 집중력뒤졌는데 영강이고 어조가 참 조곤조곤 하셔서 ㅋㅋㅋㅋ 아놔 모르겠음 전 재수강 할 거예요 별개로 시험은 어려운편 ㄴㄴ 공부좀만할걸 .............................................. 교수님 내년에 봬요,도움이 돼요 0,2
205,205,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,더블엿,3,5,5,5,"학기 내내 욕하고 자체드랍을 고민하지만 결국엔 학점으로 미화되는 수업.
처음 접하는 사람한테 내용이 정말 어렵고 교수님 강의력도 좋지 않으셔서 수업 듣는게 고통스럽습니다.
하지만 이런 것들을 견뎌내고 갓성빈에 대한 믿음을 져버리지 않으면 A+을 하사하십니다.

이산수학은 갓성빈에 대한 믿음 싸움입니다.",도움이 돼요 0,4
206,206,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),2,착쓰,2,2,2,2,"알고리즘과 같이 들었는데 겹치는 내용이 꽤 많았어요.
교수님 성격은 정말 좋으시다고 많이 들었는데 이번이 싸강이라서 그런지 수업을 듣기 너무 힘들었어요.
전형적인 한국인의 영어 발음으로 영어를 이해하기에는 크게 어려움이 없었는데 동영상 화면에 내용만 띄우고 혼자서 말씀하시는 느낌이라 수업을 따라가기 힘들었습니다.",도움이 돼요 0,4
207,207,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,목표는무도관,3,4,5,3,"그저..빛성빈
솔직히 이산수학을 알고리즘보다 못본거같은데, 이걸 A+를 주시네요",도움이 돼요 0,2
208,208,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,하양깽이,3,4,5,3,"학점을 잘 주는 것을 제외한다면 추천드리고 싶지 않습니다.

교수님은 학생에게 매우 친절하시나, 정작 교수님이 진행하는 강의는 상당히 불친절합니다.
판서 없이 슬라이드만으로 강의를 하시는데, 그 슬라이드마저도 교수님이 자필(악필입니다;;)로 작성하신 것과 외부 자료를 그대로 스캔한 것입니다.

강의 순서도 다소 뒤죽박죽입니다. 슬라이드가 넘어갈 때, 이게 왜 바로 전의 것과 연결되는 건지 의문이 생기는 경우가 많습니다.

아마 교수님도 본인의 강의력이 좋지 않다는 것을 아시는지, 슬라이드 하나마다 설명을 굉장히 오래 하시긴 합니다. 듣는 입장에서는 아는 내용이라면 쉽게 지루해지고, 모르는 내용이라면 왜 이걸 이런 식으로 전달하는지 스트레스 받습니다.

결국 이러나저러나 괴로운 강의지만, 학점이 나오면 괴로움에 대해 보상받았다는 느낌은 받을 수 있을 겁니다.",도움이 돼요 0,3
209,209,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,ANY,4,3,4,3,녹화 강의로 진행되고 중간마다 과제가 2개씩 나옵니다. 과제가 어렵지는 않고 수업을 잘 들었나 확인하는 정도의 내용입니다. 시험은 정의를 쓰는 문제 형식으로 나옵니다. 시험 전에 수업 내용을 정리해주시는데 이걸 잘 보시고 정리하시면 시험을 볼 때 도움이 됩니다.,도움이 돼요 0,5
210,210,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,이제전공만들어요,3,1,5,1,꼬박꼬박 영상 출첵하고 과제 가끔 나오는 것도 함 훑어보고 이메일 보내고 그랬습니다. 시험기간엔 복습 세션만 몇번 보고 기말시험을 봤습니다. 총 4문제 아는 것만 몇줄 쓰고 나왔습니다. B+만족합니다.,도움이 돼요 0,5
211,211,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,전넷넷,3,3,4,4,정말 친절하시고 학생 배려를 많이 해주십니다. 수업도 정말 열정적으로 하시는거 같아요,도움이 돼요 0,5
212,212,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),4,꿀멍꿀꿀멍,4,4,4,3,"믿고 듣는 박성빈 교수님.

수업은 명강까지는 못됩니다. 하지만 학점을 잘준다는 장점으로 커버가 가능합니다.

수업 필기열심히하세요.",도움이 돼요 0,2
213,213,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,수테,3,5,5,3,"내용이 어렵지만, 교수님께서 시험에서 요구하는 내용과는 무관한 진도입니다. 시험은 배우는 내용보다 훨씬 쉽고, 전반적인 흐름과 과제만 잘 해결하시면, 괜찮은 과목입니다. 교수님께서 친절하시고 학점도 잘 주셔서 학점 따기에도 좋아요",도움이 돼요 0,3
214,214,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,dongki,1,2,5,1,갓성빈. 그저 그를 믿어라. 그러면 학점이 올것이다.,도움이 돼요 0,2
215,215,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),1,심심함,5,5,1,1,"전 박성빈 교수님 강의에서 얻은 것이 없습니다. 다른 분들은 학점을 잘 주시니 들으라고 하시겠지만 전 비추합니다. 영어를 너무 알아듣기 어렵게 하시는데 이번에 사이버 강의를 하시며 진도도 빠르게 나가셔서 알아들은 부분이 거의 없습니다. 과제도 그다지 쉽지 않아서 하나를 해결하려고 많은 시간이 듭니다. 정확한 채점기준을 모르겠는 것도 단점이라고 생각합니다.

아마 전 박성빈 교수님 강의를 다시는 안들을 것 같습니다.",도움이 돼요 0,1
216,216,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),2,안녕히계세요,5,5,2,3,교수님께 계속 메일을 보냈음에도 답장이 없으셔서 답답한 적이 많았습니다. 강의따라가기도 어려웠어요.,도움이 돼요 0,3
217,217,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,asdftyui,3,4,4,3,수업을 교재랑 상관없이 나가기 때문에 한 번 흐름을 놓치면 따라가기 힘들다. 학점은 매우 잘주신다.,도움이 돼요 0,4
218,218,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,com프,2,5,3,1,"흠;;;; 이런강의 형태 자체가 처음이라서 당황스러움..
강의가 PPT를 그냥 띄어놓고 죽 읽는 형태라서 따라가기 힘들고 무엇보다도 도대체 무슨내용인지 잘 모르겠음... 시험은 한번만 쳐서 너무 크리티컬했는데 성적은 그럭저럭 주시는듯... 이번에 다른과목이 워낙 학점을 잘주셔서 학점을 잘주신다고 소문난 박교수님이 상대적으로 좀 짜게 느낀 학우분들도 있는듯 참고로 시험문제는 4문제인가?? 좀 어이없는 곳에서 몇문제 출제하셔서ㅠㅠㅠ 족보가 소용이 없었음",도움이 돼요 0,5
219,219,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,블서하는공머생,2,5,3,2,"박성빈 교수님... 분명 천사시라고 들었는데...
이번 학기는 타천사셨나봅니다.
학점은 분명히 잘 주셨지만, 강의에서 지옥으로의 문이 열렸어요",도움이 돼요 0,4
220,220,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,칼졸,3,4,5,3,"내용은 너무 생소하고 어려웠음
과제는 많았고 강의는 녹화해서 XIN으로 올려주심

이해를 대충했어도 다 외우면 성적 잘 받을 수 있다고 전해들음
기말은 5개 서술형 근데 나올 법한 것만 나옴
근데 나올 것 같았던거를 덜 외워서 어설프게 썼음에도 에이쁠을 주심
학점은 진짜 잘 주시는듯
어떻게 이 학점을 받았는지는 아직 의문",도움이 돼요 0,5
221,221,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,JxH,3,3,3,3,"온라인 수업이여서 그런지 힘들었습니다. 녹강으로 올라왔었는데 필기하시거나 포인터 사용하시는거 없고, 글 써져있는 사진에 교수님이 말하는게 전부여서 좀 힘들었습니다. 그리고 교수님 영어발음이 조금.. 그래도 학점 적당히 받고 나와서 들을 만 한거 같습니다.",도움이 돼요 0,4
222,222,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),1,Hubo,4,4,5,5,그저 빛... 어느 교수님보다 친절하고 학생들을 배려해주신다.,도움이 돼요 0,3
223,223,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),4,superuser,4,4,4,2,"매 수업 때마다 가서 무슨 얘기를 하는지 감을 잡으려고 하시고, QnA에서 다른 사람들이 궁금해하는 부분이 내가 잘 모르겠는 부분이랑 잘 겹치니 많이 들어보세요. 시험 직전 수업 시간에 시험 문제가 나올 주제 15개 정도를 알려주시는데 그 중에서 5문제가 나오고 1문제는 추가로 생각을 요하는 문제 하나가 나와서, 15개를 노트에 정리해서 외워 가시면 내용은 이해 못해도 좋은 성적을 받을 수 있습니다. 추가 1개는 수업을 잘 듣고 평소에 논리적인 생각을 해 봤다면 풀 수 있는 내용이에요.
(19년 기준 평가입니다)",도움이 돼요 0,4
224,224,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,Qjehdkeidhcn,4,4,5,4,"역시 교수님은 친절하십니다. 학점도 매우 잘 주십니다.
코로나로 인해 온라인 수업이었지만 어려운 부분, 출석 등 메일로 문의한 점에 대해 항상 친절하게 답변해주십니다.
내용도 충분히 따라갈 수 있을 정도였습니다.",도움이 돼요 0,4
225,225,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,angnong,3,3,5,3,알고리즘 관련된 내용들 진짜 많이 나와서 하다보면 이게 알고리즘 과목인지 헷갈릴수도 있습니다.. 그리고 명성 그대로 학점을 잘주십니다. 시험 완전히 공쳤는데 비쁠! 싸강으로 진행했는데 영강이라 그런지 듣다보면 어느샌가 멍때리고있는 자기 자신을 발견할 수 있습니다.,도움이 돼요 0,4
226,226,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,아듣기싫다,5,5,4,5,"그는 그저 빛...문과생도 할 수 있대서 했는데 진짜 할 수 있어요. 믿는다...
그리고 사람들 다 받아줍니다...저는 첫 수업 못 가고 다음 수업 때 가서 빌넣했는데 넣어주심...진짜 그저 빛...ㅎ ㅏ....",도움이 돼요 0,5
227,227,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,롸롸롸,5,4,5,4,이번에 온라인으로 하면서 교수님께서 진도를 더 빨리 나가신 것 같습니다. 그만큼 학습량도 많았지만 리뷰도 많이 해주셔서 좋았습니다. 박성빈 교수님 알고리즘과 겹치는 내용이 많아 비교적 수월했던 것 같아요. 다만 시험 문제 보고 조금 당황스러웠습니다. 기말 전범위이기도 하고 온라인 강의였기때문에 일부로 학생들을 배려해서 내신 것 같아요. 네 문제가 나왔는데 네 문제 모두 '~의 정의를 서술하시오'로 나왔습니다. 수업 잘 듣고 개념 복습만 잘 해도 시험 문제는 쉽게 풀 수 있는 것 같습니다.,도움이 돼요 0,5
228,228,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,벌꿀오소리,4,5,5,4,"좋은 교수님과 좋은 학점.
하지만 온라인 강의에서 박성빈 교수님은 다소 덜 추천한다. 
정돈된 피피티도 아니고 책의 어떤 부분을 띄워놓고 10분이고 20분이고 줄줄이 설명하는 방식으로 강의가 진행되는데 집중하기가 좀 어렵다. 
내용도 좀 난해한 편인데 학생들과 소통없이 75분 동안 전혀 쉬지 않고 계속 이야기만 하시니 더 어렵게 느껴졌던 것 같다.
수업의 내용과 전달과는 별개로 강조하신 내용을 시험 기간에 잘 공부해가면 학점은 기대해도 좋다.",도움이 돼요 0,4
229,229,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,일일,2,2,5,4,"간단한 과제 몇 게 나왔는데  별로 어렵지 않아요.
코로나 때문에 중간 시험 안 봤고 기말만 봤어요.
학점은 진짜 잘 주셨어요. 역시 박성빈 교수님",도움이 돼요 0,5
230,230,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,다수모리,3,3,5,1,"일단 영어 발음이 굉장히 좋지 않으시다.
따라서 알아듣기가 굉장히 힘들었다...
물론 수업을 몰아본 내 잘못도 컸으나 아무튼... 그랬다
학점은 엔젤성빈이라는 별명답게 매우 후하다!
영강 3개 더 들어야하니 이거 들어라",도움이 돼요 0,3
231,231,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,antangle1,3,4,4,4,"강의력도 좋으신데다가 제공해주는 ppt 하나만으로도 공부가 가능합니다.
물론 이번의 싸강 사태때문도 있을수 있겟지만, 학점도 가볍게 A 맞고 지나가네요",도움이 돼요 0,1
232,232,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),3,에붸붸붸붸,3,5,5,2,"풀이적으로 접근하는 수학이 아닌 이론적인 수학에 대해 설명합니다. 강의 내용은 수학을 영어 배우는 것이 익숙하지 않은 저에게는 상당히 힘들었지만 교수님이 워낙 과제를 많이 내 주시고 리뷰도 많이 해주셔서 이해하는 데는 크게 지장이 없을 것입니다. 출석은 코로나 기간답게 동영상 100%를 봐야 인정이 되고, 과제는 2주 정도에 한번씩 주어진 문제에 대해 답을 도출해내는 것이고 시험은 마지막 리뷰만 전부 외우면 원하시는 학점 쉽게 받아가실 수 있습니다.",도움이 돼요 0,3
233,233,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,자유로운토론문화,3,4,5,5,"영어를 잘해야 좋습니다. 안그래도 생소할 수 있는 내용이 많은데 영어로 들으면 더 이해 안됩니다.

진도를 빠르게 나가시는데 자주 이전 강의 내용 설명해주셔서 강의 좀 못 들었거나 이해가 안되었거나 하다고 포기하지 마시고 붙잡고 있으면 다 할 수 있으실 겁니다.

그리고 교수님이 너무 친절하셔서 메일 답변 정말 잘 해주시고 질문 드리면 여건이 되는 한 강의시간에 다 설명 해주십니다. 

특정부분(괴델이라거나..)에서 멘탈 나갈 수 있는데 너무 맘 쓰지 마시고 강의 내용 잘 기억해두셨다가 시험만 보시면 학점 잘 받을 수 있는 강의입니다. 

에플 너무 달아..",도움이 돼요 0,5
234,234,20-1,COSE211,이산수학(영강),박성빈,#화(6) 금(5),5,쿠쿠카,4,3,5,4,"이런 천사같은 교수님이 계실까요 정말,,, 너무 친절하시고 수업도 정말 꼼꼼하게 잘하십니다. 문제도 딱 적당히 한문제 정도 빼고는 다 공부 조금만 하면 풀수있는 정도예요",도움이 돼요 0,4
